"","predictionChanges","nChanges","variable","value"
"999","59",59,"neutral",0.553002656304001
"1000","59",59,"neutral",0.84001349937827
"1001","61",61,"neutral",0.736309770217414
"1002","61",61,"neutral",0.694731406924935
"1003","61",61,"neutral",0.786192209969769
"1004","61",61,"neutral",0.575230476932676
"1005","61",61,"neutral",0.959543169753384
"1006","61",61,"neutral",0.838748025047376
"1007","61",61,"neutral",0.985384129789567
"1008","61",61,"neutral",0.908746162588884
"1009","61",61,"neutral",0.364206027709635
"1010","61",61,"neutral",0.445709085724641
"1011","63",63,"neutral",0.89355872999712
"1012","63",63,"neutral",0.482296471997789
"1013","63",63,"neutral",0.301073066702309
"1014","63",63,"neutral",0.928596638593911
"1015","63",63,"neutral",0.995601541746192
"1016","63",63,"neutral",0.538234729140364
"1017","63",63,"neutral",0.752799781729121
"1018","63",63,"neutral",0.281280352427825
"1019","63",63,"neutral",0.852977183120268
"1020","63",63,"neutral",0.204428909669338
"1021","67",67,"neutral",0.832556517407949
"1022","67",67,"neutral",0.955602474591687
"1023","67",67,"neutral",0.563296613176075
"1024","67",67,"neutral",0.449143220486671
"1025","67",67,"neutral",0.510472960418176
"1026","67",67,"neutral",0.78126176684306
"1027","67",67,"neutral",0.412519645597907
"1028","67",67,"neutral",0.357151529132176
"1029","67",67,"neutral",0.933371841662408
"1030","67",67,"neutral",0.379426335373046
"1031","69",69,"neutral",0.365443079329291
"1032","69",69,"neutral",0.538355880812124
"1033","69",69,"neutral",0.55957798620729
"1034","69",69,"neutral",0.363829112226057
"1035","69",69,"neutral",0.378244622710774
"1036","69",69,"neutral",0.386730955134482
"1037","69",69,"neutral",0.397457048895145
"1038","69",69,"neutral",0.357917287934066
"1039","69",69,"neutral",0.587354868613289
"1040","69",69,"neutral",0.374654342011813
"1041","71",71,"neutral",0.356307894455736
"1042","71",71,"neutral",0.227526459964025
"1043","71",71,"neutral",0.361006354994884
"1044","71",71,"neutral",0.29757012021864
"1045","71",71,"neutral",0.370401013052752
"1046","71",71,"neutral",0.377675683677728
"1047","71",71,"neutral",0.377976555514389
"1048","71",71,"neutral",0.367781186126131
"1049","71",71,"neutral",0.695314489357716
"1050","71",71,"neutral",0.389698159646252
"1051","1",1,"positive",0.0819034320086593
"1052","1",1,"positive",0.0868363479151608
"1053","1",1,"positive",0.291551706559763
"1054","1",1,"positive",0.0759867064704636
"1055","1",1,"positive",0.0547035634526338
"1056","1",1,"positive",0.0746550640819118
"1057","1",1,"positive",0.0818523767744531
"1058","1",1,"positive",0.099195398110527
"1059","1",1,"positive",0.082868831287638
"1060","1",1,"positive",0.0781761672256312
"1061","3",3,"positive",0.0739584911249855
"1062","3",3,"positive",0.159296335998708
"1063","3",3,"positive",0.134166547016347
"1064","3",3,"positive",0.211099151003965
"1065","3",3,"positive",0.0261446935749121
"1066","3",3,"positive",0.0839950702733445
"1067","3",3,"positive",0.0953796495554093
"1068","3",3,"positive",0.0829768608365172
"1069","3",3,"positive",0.128811701145335
"1070","3",3,"positive",0.0806050741137457
"1071","5",5,"positive",0.0721731615227642
"1072","5",5,"positive",0.0887332276847616
"1073","5",5,"positive",0.188423144077684
"1074","5",5,"positive",0.346503750940312
"1075","5",5,"positive",0.123977343756316
"1076","5",5,"positive",0.193039718144943
"1077","5",5,"positive",0.141986120279867
"1078","5",5,"positive",0.0305666481688112
"1079","5",5,"positive",0.111003366645854
"1080","5",5,"positive",0.106754092379082
"1081","7",7,"positive",0.321763212588602
"1082","7",7,"positive",0.318106445846119
"1083","7",7,"positive",0.166560018161623
"1084","7",7,"positive",0.120171108046479
"1085","7",7,"positive",0.0127634280642892
"1086","7",7,"positive",0.0502948982393919
"1087","7",7,"positive",0.120521423409087
"1088","7",7,"positive",0.458068932065537
"1089","7",7,"positive",0.0915162435885493
"1090","7",7,"positive",0.152607144439841
"1091","9",9,"positive",0.0130926766581475
"1092","9",9,"positive",0.325262871320473
"1093","9",9,"positive",0.399068046250193
"1094","9",9,"positive",0.0772612693630011
"1095","9",9,"positive",0.24424318810101
"1096","9",9,"positive",0.018469127681485
"1097","9",9,"positive",0.119798328695228
"1098","9",9,"positive",0.212869195248062
"1099","9",9,"positive",0.108594883742348
"1100","9",9,"positive",0.0964731927374506
"1101","11",11,"positive",0.0250110779559854
"1102","11",11,"positive",0.055094619054793
"1103","11",11,"positive",0.12502516008254
"1104","11",11,"positive",0.342696284197673
"1105","11",11,"positive",0.00444826835486368
"1106","11",11,"positive",0.128639346599984
"1107","11",11,"positive",0.133569415295614
"1108","11",11,"positive",0.0163097063760413
"1109","11",11,"positive",0.118512391966605
"1110","11",11,"positive",0.0105849922694429
"1111","13",13,"positive",0.0331171232607008
"1112","13",13,"positive",0.128631491969004
"1113","13",13,"positive",0.0711969012430404
"1114","13",13,"positive",0.115847195237948
"1115","13",13,"positive",0.00551665941217205
"1116","13",13,"positive",0.212321348461895
"1117","13",13,"positive",0.107745336460438
"1118","13",13,"positive",0.274404403048148
"1119","13",13,"positive",0.00625869852738917
"1120","13",13,"positive",0.119171436233885
"1121","15",15,"positive",0.0116111752774943
"1122","15",15,"positive",0.0101149160597446
"1123","15",15,"positive",0.135295331490225
"1124","15",15,"positive",0.0900396540428929
"1125","15",15,"positive",0.0949298786641376
"1126","15",15,"positive",0.130871983159477
"1127","15",15,"positive",0.0144470884463117
"1128","15",15,"positive",0.100111739928309
"1129","15",15,"positive",0.0461015583065979
"1130","15",15,"positive",0.999854707611292
"1131","17",17,"positive",0.227285056509588
"1132","17",17,"positive",0.0324645792756398
"1133","17",17,"positive",0.132791747432451
"1134","17",17,"positive",0.293799044025895
"1135","17",17,"positive",0.0388692932125538
"1136","17",17,"positive",0.159526214379086
"1137","17",17,"positive",0.0471456153851439
"1138","17",17,"positive",0.162193490119075
"1139","17",17,"positive",0.208530736132402
"1140","17",17,"positive",0.279035539229605
"1141","19",19,"positive",0.522460454228934
"1142","19",19,"positive",0.975682722159652
"1143","19",19,"positive",0.96452043749234
"1144","19",19,"positive",0.204572239612531
"1145","19",19,"positive",0.0185487128570108
"1146","19",19,"positive",0.206343131429456
"1147","19",19,"positive",0.541074321478455
"1148","19",19,"positive",0.939924360695989
"1149","19",19,"positive",0.286688315070185
"1150","19",19,"positive",0.474842458087151
"1151","21",21,"positive",0.0642608396499463
"1152","21",21,"positive",0.625204805948254
"1153","21",21,"positive",0.714854856861108
"1154","21",21,"positive",0.04950274475652
"1155","21",21,"positive",0.359280288268012
"1156","21",21,"positive",0.0178959244470951
"1157","21",21,"positive",0.11784134090009
"1158","21",21,"positive",0.733371299106738
"1159","21",21,"positive",0.149374710745274
"1160","21",21,"positive",0.191379156301233
"1161","23",23,"positive",0.0980600227785202
"1162","23",23,"positive",0.232643247252063
"1163","23",23,"positive",0.244542749651538
"1164","23",23,"positive",0.762148457168657
"1165","23",23,"positive",0.0528484656031875
"1166","23",23,"positive",0.0451256679683473
"1167","23",23,"positive",0.0165948555249564
"1168","23",23,"positive",0.588818546501915
"1169","23",23,"positive",0.031374708858932
"1170","23",23,"positive",0.276087852222863
"1171","25",25,"positive",0.449724159413847
"1172","25",25,"positive",0.116486344851093
"1173","25",25,"positive",0.174260590714037
"1174","25",25,"positive",0.436747085831845
"1175","25",25,"positive",0.392522804664219
"1176","25",25,"positive",0.295538056597674
"1177","25",25,"positive",0.746069211662202
"1178","25",25,"positive",0.0446735114086842
"1179","25",25,"positive",0.0854277602776441
"1180","25",25,"positive",0.43604293543376
"1181","27",27,"positive",0.207026663792478
"1182","27",27,"positive",0.149084767857897
"1183","27",27,"positive",0.319011665133171
"1184","27",27,"positive",0.0113424870252874
"1185","27",27,"positive",0.665376390563464
"1186","27",27,"positive",0.280713513562522
"1187","27",27,"positive",0.327464360707494
"1188","27",27,"positive",0.287543189534609
"1189","27",27,"positive",0.0765658190411429
"1190","27",27,"positive",0.347120964090477
"1191","29",29,"positive",0.0570322332328798
"1192","29",29,"positive",0.326312128872616
"1193","29",29,"positive",0.921037432359818
"1194","29",29,"positive",0.016171533778473
"1195","29",29,"positive",0.330485440213024
"1196","29",29,"positive",0.995799655499066
"1197","29",29,"positive",0.00985241005884977
"1198","29",29,"positive",0.065029356067759
"1199","29",29,"positive",0.419403407607111
"1200","29",29,"positive",0.465635035824149
"1201","31",31,"positive",0.276125529387623
"1202","31",31,"positive",0.0111287905212642
"1203","31",31,"positive",0.332378523380501
"1204","31",31,"positive",0.112000116673184
"1205","31",31,"positive",0.0642860347905135
"1206","31",31,"positive",0.29130828617377
"1207","31",31,"positive",0.656052685821922
"1208","31",31,"positive",0.114015674125808
"1209","31",31,"positive",0.954170470146682
"1210","31",31,"positive",0.477943968631191
"1211","33",33,"positive",0.0497950305548939
"1212","33",33,"positive",0.0268560220775697
"1213","33",33,"positive",0.0238933029435731
"1214","33",33,"positive",0.137748976504752
"1215","33",33,"positive",0.672313476069946
"1216","33",33,"positive",0.554920360961954
"1217","33",33,"positive",0.0253265485028705
"1218","33",33,"positive",0.400148047931162
"1219","33",33,"positive",0.0725297156866766
"1220","33",33,"positive",0.068921628731227
"1221","35",35,"positive",0.16348208061669
"1222","35",35,"positive",0.30883117813897
"1223","35",35,"positive",0.204942079550403
"1224","35",35,"positive",0.49606744445197
"1225","35",35,"positive",0.0397308077582824
"1226","35",35,"positive",0.827089624882688
"1227","35",35,"positive",0.0286221106152082
"1228","35",35,"positive",0.0219636565123862
"1229","35",35,"positive",0.0700950709304684
"1230","35",35,"positive",0.140267020906433
"1231","37",37,"positive",0.627490360093925
"1232","37",37,"positive",0.399971699108834
"1233","37",37,"positive",0.529059541635598
"1234","37",37,"positive",0.633340729957034
"1235","37",37,"positive",0.203992140464858
"1236","37",37,"positive",0.126666779836752
"1237","37",37,"positive",0.00719750086437847
"1238","37",37,"positive",0.339474941984015
"1239","37",37,"positive",0.133393576709249
"1240","37",37,"positive",0.361438621768823
"1241","39",39,"positive",0.173059244939207
"1242","39",39,"positive",0.395694381946184
"1243","39",39,"positive",0.059323975568524
"1244","39",39,"positive",0.015138284703863
"1245","39",39,"positive",0.00764216944039614
"1246","39",39,"positive",0.136840164976757
"1247","39",39,"positive",0.696910266427512
"1248","39",39,"positive",0.427221205011622
"1249","39",39,"positive",0.00882789582072174
"1250","39",39,"positive",0.117914962777646
"1251","41",41,"positive",0.0148734138907681
"1252","41",41,"positive",0.81893836922615
"1253","41",41,"positive",0.156668006464858
"1254","41",41,"positive",0.133430880973576
"1255","41",41,"positive",0.0154781882097729
"1256","41",41,"positive",0.0530287393057684
"1257","41",41,"positive",0.417571997677166
"1258","41",41,"positive",0.0466512220872898
"1259","41",41,"positive",0.462422088294625
"1260","41",41,"positive",0.722557361488951
"1261","43",43,"positive",0.0431968788718011
"1262","43",43,"positive",0.11968142401805
"1263","43",43,"positive",0.615251953187687
"1264","43",43,"positive",0.511327628554919
"1265","43",43,"positive",0.0545909463534596
"1266","43",43,"positive",0.656294050339768
"1267","43",43,"positive",0.529937213094287
"1268","43",43,"positive",0.179511583326085
"1269","43",43,"positive",0.517330402914357
"1270","43",43,"positive",0.315517122782655
"1271","45",45,"positive",0.399428440786889
"1272","45",45,"positive",0.363608414655049
"1273","45",45,"positive",0.580345621671174
"1274","45",45,"positive",0.44895048680933
"1275","45",45,"positive",0.166452102010273
"1276","45",45,"positive",0.587945005664219
"1277","45",45,"positive",0.178882142459372
"1278","45",45,"positive",0.245207190164832
"1279","45",45,"positive",0.158054261092712
"1280","45",45,"positive",0.0565525407176385
"1281","47",47,"positive",0.456252084036473
"1282","47",47,"positive",0.0884253050100979
"1283","47",47,"positive",0.0877376685280754
"1284","47",47,"positive",0.0577731632267411
"1285","47",47,"positive",0.010030709129096
"1286","47",47,"positive",0.318245806111134
"1287","47",47,"positive",0.259988429674521
"1288","47",47,"positive",0.631006740447932
"1289","47",47,"positive",0.468939014953826
"1290","47",47,"positive",0.0600966072204692
"1291","49",49,"positive",0.459539279276814
"1292","49",49,"positive",0.388999069317168
"1293","49",49,"positive",0.812903933067695
"1294","49",49,"positive",0.377711505355735
"1295","49",49,"positive",0.119881102497683
"1296","49",49,"positive",0.30672642928835
"1297","49",49,"positive",0.538727449914942
"1298","49",49,"positive",0.85967091011396
"1299","49",49,"positive",0.139108464983351
"1300","49",49,"positive",0.0164515792383713
"1301","51",51,"positive",0.0714869044271954
"1302","51",51,"positive",0.416720524799579
"1303","51",51,"positive",0.129214982728266
"1304","51",51,"positive",0.98089547147434
"1305","51",51,"positive",0.881236576171325
"1306","51",51,"positive",0.504263593877807
"1307","51",51,"positive",0.0549877794276804
"1308","51",51,"positive",0.334424360567501
"1309","51",51,"positive",0.0900575190849927
"1310","51",51,"positive",0.0290184813274401
"1311","53",53,"positive",0.00106152414700205
"1312","53",53,"positive",0.605945574507266
"1313","53",53,"positive",0.470684961090242
"1314","53",53,"positive",0.0651525325874717
"1315","53",53,"positive",0.486975184511925
"1316","53",53,"positive",0.891217890109153
"1317","53",53,"positive",0.012241891378966
"1318","53",53,"positive",0.459403244088952
"1319","53",53,"positive",0.523639082486338
"1320","53",53,"positive",0.706163662276614
"1321","55",55,"positive",0.224544960869821
"1322","55",55,"positive",0.156019186578545
"1323","55",55,"positive",0.966184550617197
"1324","55",55,"positive",0.00561705160076975
"1325","55",55,"positive",0.0824593196195429
"1326","55",55,"positive",0.028776421369815
"1327","55",55,"positive",0.190681261959013
"1328","55",55,"positive",0.0385059480976257
"1329","55",55,"positive",0.106025688617519
"1330","55",55,"positive",0.0714532293873431
"1331","57",57,"positive",0.0228655727822341
"1332","57",57,"positive",0.423825764189433
"1333","57",57,"positive",0.65950097955649
"1334","57",57,"positive",0.0583462594120252
"1335","57",57,"positive",0.117396543030474
"1336","57",57,"positive",0.594355762146783
"1337","57",57,"positive",0.0404148450660588
"1338","57",57,"positive",0.108276222200057
"1339","57",57,"positive",0.891462891516078
"1340","57",57,"positive",0.396764006643079
"1341","59",59,"positive",0.312212645787694
"1342","59",59,"positive",0.155671973321998
"1343","59",59,"positive",0.133431205406128
"1344","59",59,"positive",0.979006435179399
"1345","59",59,"positive",0.815077167503385
"1346","59",59,"positive",0.525651802020662
"1347","59",59,"positive",0.778689240481463
"1348","59",59,"positive",0.268391996031349
"1349","59",59,"positive",0.310030443707352
"1350","59",59,"positive",0.951577938145455
"1351","61",61,"positive",0.56859568156948
"1352","61",61,"positive",0.964111115847532
"1353","61",61,"positive",0.731269564650506
"1354","61",61,"positive",0.192308569914491
"1355","61",61,"positive",0.775559716851308
"1356","61",61,"positive",0.687628591773825
"1357","61",61,"positive",0.794214027121455
"1358","61",61,"positive",0.607106636682027
"1359","61",61,"positive",0.0701013661951595
"1360","61",61,"positive",0.392809599373644
"1361","63",63,"positive",0.958091559421155
"1362","63",63,"positive",0.992813424429435
"1363","63",63,"positive",0.0288194269045929
"1364","63",63,"positive",0.568045037166166
"1365","63",63,"positive",0.984539039600283
"1366","63",63,"positive",0.244361698898505
"1367","63",63,"positive",0.478171066229703
"1368","63",63,"positive",0.0650451530915678
"1369","63",63,"positive",0.639840677800726
"1370","63",63,"positive",0.634496770984605
"1371","67",67,"positive",0.775345734206431
"1372","67",67,"positive",0.418333386092365
"1373","67",67,"positive",0.164574491718936
"1374","67",67,"positive",0.641390782942189
"1375","67",67,"positive",0.430127748439346
"1376","67",67,"positive",0.740814329371994
"1377","67",67,"positive",0.162691120779144
"1378","67",67,"positive",0.23441481253788
"1379","67",67,"positive",0.131161382953064
"1380","67",67,"positive",0.260308930468427
"1381","69",69,"positive",0.0475215811270497
"1382","69",69,"positive",0.326986491594905
"1383","69",69,"positive",0.901637967106776
"1384","69",69,"positive",0.283417820838028
"1385","69",69,"positive",0.0878568083265587
"1386","69",69,"positive",0.079886190929548
"1387","69",69,"positive",0.476774411439719
"1388","69",69,"positive",0.273521193528575
"1389","69",69,"positive",0.646633241835803
"1390","69",69,"positive",0.264725329157124
"1391","71",71,"positive",0.388667163183998
"1392","71",71,"positive",0.0438812875057249
"1393","71",71,"positive",0.222371573491973
"1394","71",71,"positive",0.0851025526440164
"1395","71",71,"positive",0.189029383022296
"1396","71",71,"positive",0.293288521331738
"1397","71",71,"positive",0.482757071091787
"1398","71",71,"positive",0.375145510523781
"1399","71",71,"positive",0.562876474490335
"1400","71",71,"positive",0.541973003353399
